Codigo contable;Nombre cuenta;Saldo inicial;Movimiento debito;Movimiento credito;Saldo final;Corriente;No corriente
891518;Bienes entregados a terceros;-9.202.559.101.998,71;326.934.003,00;22.737.249.957,00;-9.224.969.417.952,71;0;-9.224.969.417.952,71
891521;Responsabilidades en proceso;-303.495.441.635,27;82.012.946,00;5.241.419.627,50;-308.654.848.316,77;0;-308.654.848.316,77
891528;Recaudo por enajenación de activos al sector privado;-2.119.711.200,00;68.000.000,00;2.129.992,00;-2.053.841.192,00;0;-2.053.841.192,00
891590;Otras cuentas deudoras de control;-338.767.478.969,13;3.168.536.214,01;6.057.481.920,22;-341.656.424.675,34;0;-341.656.424.675,34
900000;CUENTAS DE ORDEN ACREEDORAS;0;2.319.586.563.718,40;2.319.586.563.718,40;0;0;0
910000;PASIVOS CONTINGENTES;18.209.291.941.377,00;516.675.975.528,00;714.811.233.041,00;18.407.427.198.890,00;0;18.407.427.198.890,00
912000;LITIGIOS Y MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS;1.765.907.049.213,00;307.204.350.084,00;617.774.897.328,00;2.076.477.596.457,00;0;2.076.477.596.457,00
912001;Civiles;3.147.812.324,00;51.870.454,00;171.172.610,00;3.267.114.480,00;0;3.267.114.480,00
912002;Laborales;5.234.530.416,00;641.518.725,00;1.014.320.547,00;5.607.332.238,00;0;5.607.332.238,00
912004;Administrativos;1.540.519.399.673,00;300.363.092.346,00;614.370.146.761,00;1.854.526.454.088,00;0;1.854.526.454.088,00
912005;Obligaciones fiscales;6.740.982.941,00;1.549.030.435,00;679.463.927,00;5.871.416.433,00;0;5.871.416.433,00
912090;Otros litigios y mecanismos alternativos de solución de conflictos;210.264.323.859,00;4.598.838.124,00;1.539.793.483,00;207.205.279.218,00;0;207.205.279.218,00
919000;OTROS PASIVOS CONTINGENTES;16.443.384.892.164,00;209.471.625.444,00;97.036.335.713,00;16.330.949.602.433,00;0;16.330.949.602.433,00
919090;Otras responsabilidades contingentes;16.443.384.892.164,00;209.471.625.444,00;97.036.335.713,00;16.330.949.602.433,00;0;16.330.949.602.433,00
930000;ACREEDORAS DE CONTROL;676.650.926.226,55;311.509.574.872,49;807.881.793.518,50;1.173.023.144.872,56;0;1.173.023.144.872,56
930100;BIENES Y DERECHOS RECIBIDOS EN GARANTÍA;456.280.166.742,00;13.181.347.189,00;35.181.743.757,00;478.280.563.310,00;0;478.280.563.310,00
930101;Bienes;427.986.947.796,00;13.157.379.000,00;29.847.928.430,00;444.677.497.226,00;0;444.677.497.226,00
930102;Derechos;28.293.218.946,00;23.968.189,00;5.333.815.327,00;33.603.066.084,00;0;33.603.066.084,00
930600;BIENES RECIBIDOS EN CUSTODIA;93.035.651.290,55;30.654.547.428,49;30.767.064.246,50;93.148.168.108,56;0;93.148.168.108,56
930602;Inventarios;152.260.000,00;0;0;152.260.000,00;0;152.260.000,00
930616;Pagarés, letras de cambio y otros;970.296.061,04;34.789.747,90;164.348.035,91;1.099.854.349,05;0;1.099.854.349,05
930617;Propiedades, planta y equipo;83.902.702.578,51;30.602.716.210,59;30.602.716.210,59;83.902.702.578,51;0;83.902.702.578,51
930618;Otros activos;61.179.651,00;17.041.470,00;0;44.138.181,00;0;44.138.181,00
930690;Otros bienes recibidos en custodia;7.949.213.000,00;0;0;7.949.213.000,00;0;7.949.213.000,00
930800;RECURSOS ADMINISTRADOS EN NOMBRE DE TERCEROS;2.272.595.077,00;229.897.000,00;232.173.000,00;2.274.871.077,00;0;2.274.871.077,00
930802;Inversiones;62.616.000,00;0;0;62.616.000,00;0;62.616.000,00
930803;Recursos Entregados en Administracion - Encargos Fiduciario;381.803.212,00;229.897.000,00;229.897.000,00;381.803.212,00;0;381.803.212,00
930806;Bienes;1.828.175.865,00;0;2.276.000,00;1.830.451.865,00;0;1.830.451.865,00
935000;PRÉSTAMOS POR RECIBIR;0;208.908.000.000,00;677.608.400.000,00;468.700.400.000,00;0;468.700.400.000,00
935001;Banca comercial;0;208.908.000.000,00;208.908.000.000,00;0;0;0
935002;Banca multilateral;0;0;468.700.400.000,00;468.700.400.000,00;0;468.700.400.000,00
939000;OTRAS CUENTAS ACREEDORAS DE CONTROL;125.062.513.117,00;58.535.783.255,00;64.092.412.515,00;130.619.142.377,00;0;130.619.142.377,00
939011;Contratos pendientes de ejecución;40.261.866.163,00;39.743.757.012,00;61.324.813.709,00;61.842.922.860,00;0;61.842.922.860,00
939013;Convenios;4.291.556.942,00;0;0;4.291.556.942,00;0;4.291.556.942,00
939090;Otras cuentas acreedoras de control;80.509.090.012,00;18.792.026.243,00;2.767.598.806,00;64.484.662.575,00;0;64.484.662.575,00
990000;ACREEDORAS POR CONTRA (DB);-18.885.942.867.603,50;1.491.401.013.317,91;796.893.537.158,90;-19.580.450.343.762,50;0;-19.580.450.343.762,50
990500;PASIVOS CONTINGENTES POR CONTRA (DB);-18.209.291.941.377,00;714.378.980.611,00;516.243.723.098,00;-18.407.427.198.890,00;0;-18.407.427.198.890,00
990505;Litigios y mecanismos alternativos de solución de conflictos;-1.765.907.049.213,00;617.350.383.143,00;306.779.835.899,00;-2.076.477.596.457,00;0;-2.076.477.596.457,00
990590;Otras responsabilidades contingentes;-16.443.384.892.164,00;97.028.597.468,00;209.463.887.199,00;-16.330.949.602.433,00;0;-16.330.949.602.433,00
991500;ACREEDORAS DE CONTROL POR CONTRA (DB);-676.650.926.226,55;777.022.032.706,91;280.649.814.060,90;-1.173.023.144.872,56;0;-1.173.023.144.872,56
991502;Bienes recibidos en custodia;-93.035.651.290,55;164.348.035,91;51.831.217,90;-93.148.168.108,56;0;-93.148.168.108,56
991507;Préstamos por recibir;0;677.608.326.987,00;208.907.926.987,00;-468.700.400.000,00;0;-468.700.400.000,00
991510;Recursos Administrados en nombre de Terceros;-2.272.595.077,00;2.876.000,00;600.000,00;-2.274.871.077,00;0;-2.274.871.077,00
991524;Bienes y derechos recibidos en garantía;-456.280.166.742,00;35.157.775.568,00;13.157.379.000,00;-478.280.563.310,00;0;-478.280.563.310,00
991590;Otras cuentas acreedoras de control;-125.062.513.117,00;64.088.706.116,00;58.532.076.856,00;-130.619.142.377,00;0;-130.619.142.377,00
